Company_name,Description,Ratings,Highly_rated_for,Critically_rated_for,Total_reviews,Avg_salary,Interviews_taken,Total_jobs_available,Total_benefits
CoinDCX,Emerging Technologies | 501-1k Employees | Indian Unicorn | 7 years old | Mumbai +5 more,3.7,"Salary & Benefits, Work Life Balance","Job Security, Promotions / Appraisal",79,650,15,38,11
Mylab Discovery Solutions,Internet | 51-200 Employees | Startup | 8 years old | Pune +13 more,3.2,"Promotions / Appraisal, Salary & Benefits, Company Culture",,79,368,9,3,8
Pactera Edge,IT Services & Consulting | 501-1k Employees | Hyderabad / Secunderabad,3.8,"Promotions / Appraisal, Skill Development / Learning",,79,606,15,3,13
NimbusPost,Logistics | 51-200 Employees | 5 years old | Gurgaon +4 more,3.7,"Job Security, Promotions / Appraisal, Skill Development / Learning",,79,395,3,19,16
Krishna Ishizaki Auto,Automobile | 51-200 Employees | 15 years old | Gurgaon +7 more,4.0,"Work Life Balance, Company Culture",Promotions / Appraisal,79,461,1,--,8
Johnson Electric,Electronics Manufacturing | 51-200 Employees | 65 years old | Shatin +7 more,3.5,"Promotions / Appraisal, Company Culture, Work Satisfaction",,79,590,5,2,7
Verint Systems,IT Services & Consulting | 501-1k Employees | 30 years old | Melville +4 more,4.2,"Company Culture, Salary & Benefits, Skill Development / Learning",,79,727,4,11,8
Mobily Infotech,Telecom | 201-500 Employees | 17 years old | Bangalore/Bengaluru +2 more,3.9,"Job Security, Work Satisfaction, Skill Development / Learning",,79,758,4,7,10
Herman Miller,Furniture & Furnishing | 201-500 Employees | 119 years old | Zeeland +5 more,4.4,"Work Life Balance, Company Culture, Job Security",,79,667,8,17,13
UpMan Placements,Recruitment | 201-500 Employees | 22 years old | Ahmedabad +9 more,4.1,"Work Life Balance, Skill Development / Learning, Company Culture",,79,192,2,377,40
Sartorius Stedim India,Biotechnology | 501-1k Employees | 33 years old | Goettingen +7 more,4.2,"Work Life Balance, Job Security, Company Culture","Promotions / Appraisal, Salary & Benefits",79,666,5,33,15
GSS Infotech,IT Services & Consulting | 51-200 Employees | Public | 25 years old | Hyderabad/Secunderabad +7 more,3.7,Promotions / Appraisal,,78,715,1,136,6
Sarva Shiksha Abhiyan,Non-Profit | 501-1k Employees (Global) | 22 years old | Chandauli +38 more,3.6,"Promotions / Appraisal, Job Security, Work Satisfaction",,78,175,--,--,10
Rotomaker,Animation & VFX | 11-50 Employees | 10 years old | Hyderabad +6 more,4.0,"Company Culture, Work Satisfaction, Work Life Balance",,78,330,3,3,8
Redington Group,IT Services & Consulting | 1k-5k Employees | Chennai +12 more,3.9,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits",78,737,3,--,4
International SOS,Healthcare | 201-500 Employees | 24 years old | Singapore +11 more,3.8,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",,78,430,3,8,12
Mcnally Sayaji Engineering,Industrial Machinery | 201-500 Employees | Public | 63 years old | Kolkata +7 more,3.9,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",,78,526,1,--,12
BYD Electronics,Electronics Manufacturing | 51-200 Employees | Forbes Global 2000 | 29 years old | Shenzhen +5 more,3.3,"Promotions / Appraisal, Company Culture, Salary & Benefits",,78,646,8,2,10
Kyb Conmat,Industrial Machinery | 201-500 Employees | 22 years old | Vadodara +13 more,4.2,"Job Security, Company Culture, Salary & Benefits",,78,537,4,--,15
Pyramid E Services,Education & Training | 11-50 Employees | 19 years old | New Delhi +12 more,4.0,"Skill Development / Learning, Salary & Benefits, Work Life Balance",,78,214,2,1,11
Brindavan Bottlers,Beverage | 51-200 Employees | 39 years old | Lucknow +6 more,4.1,"Skill Development / Learning, Work Life Balance, Work Satisfaction","Promotions / Appraisal, Salary & Benefits",78,353,--,--,9
Tbs India Telematic Biomedical Services,Healthcare | 51-200 Employees | 24 years old | Bangalore/Bengaluru +17 more,4.2,"Work Life Balance, Work Satisfaction, Skill Development / Learning",,78,404,4,3,8
Nando's,Hospitality | 11-50 Employees | 37 years old | Putney +12 more,3.9,"Company Culture, Job Security, Skill Development / Learning",,78,303,4,--,19
AIT Global,IT Services & Consulting | 51-200 Employees | 21 years old | Pune +3 more,4.1,"Work Life Balance, Company Culture, Skill Development / Learning",,78,640,7,3,7
Auriga Research,Analytics & KPO | 51-200 Employees | 17 years old | Gurgaon +8 more,2.8,"Salary & Benefits, Job Security, Work Satisfaction",,78,455,6,11,10
International Paper APPM,Pulp & Paper | 10k-50k Employees | Public | 60 years old | Hyderabad +4 more,4.2,"Skill Development / Learning, Work Life Balance, Company Culture",,78,429,2,--,21
Azure Knowledge Corporation,Analytics & KPO | 1k-5k Employees | 23 years old | Palo Alto +5 more,4.1,"Work Life Balance, Company Culture","Skill Development / Learning, Job Security, Promotions / Appraisal",78,303,4,--,5
Pavna Group of Industries,Auto Components | 51-200 Employees | Aligarh +3 more,3.4,"Promotions / Appraisal, Salary & Benefits, Company Culture",,78,406,4,--,5
Elcomponics Sales,Electronics Manufacturing | 501-1k Employees | 36 years old | Noida +5 more,2.8,"Promotions / Appraisal, Company Culture, Skill Development / Learning",,78,362,5,--,7
Sovereign Health,Fitness & Wellness | 51-200 Employees | 15 years old | San Clemente +4 more,2.9,"Skill Development / Learning, Job Security, Promotions / Appraisal",,78,256,2,--,9
Dynamic Engineering,Industrial Machinery | 51-200 Employees | Public | 42 years old | Houston +22 more,3.7,Skill Development / Learning,"Promotions / Appraisal, Job Security, Company Culture",78,511,1,1,10
Vikram Tea,Financial Services | 51-200 Employees | 49 years old | Jalna +23 more,4.4,"Work Life Balance, Company Culture, Work Satisfaction",,78,317,8,4,6
JK Organisation,Auto Components | 10k-50k Employees | Conglomerate | 136 years old | Delhi/NCR +23 more,3.5,"Promotions / Appraisal, Work Satisfaction",,78,432,4,--,2
Ascentrik Research Services,IT Services & Consulting | 201-500 Employees | 14 years old | Mumbai +7 more,1.6,"Company Culture, Job Security, Promotions / Appraisal",,78,397,12,5,3
Akorn,Pharma | 201-500 Employees | 53 years old | Lake Forest +6 more,4.3,"Skill Development / Learning, Work Life Balance, Company Culture",,78,269,1,--,21
Indeed,Internet | 1k-5k Employees | 20 years old | Austin +16 more,4.0,"Work Life Balance, Salary & Benefits, Company Culture",,78,587,15,1,13
Alacrity Ecommerce Solutions Private Limited,IT Services & Consulting | 201-500 Employees | 14 years old | Nagpur,3.5,"Promotions / Appraisal, Work Life Balance, Job Security",,78,431,2,2,10
Growisto,Marketing & Advertising | 51-200 Employees | 8 years old | Mumbai +2 more,4.5,"Skill Development / Learning, Company Culture, Job Security",,78,287,4,17,17
Crystal Ceramic Industries,Building Material | 51-200 Employees | 27 years old | Ahemdabad +25 more,2.9,"Company Culture, Work Satisfaction, Work Life Balance",,78,296,1,--,6
White Globe,Content Development | 51-200 Employees | 9 years old | Pune +6 more,3.3,"Salary & Benefits, Promotions / Appraisal, Company Culture",,78,164,2,4,18
Klm Axiva Finvest,Financial Services | 1k-5k Employees | 24 years old | Aluva +36 more,4.2,Work Life Balance,,78,467,5,9,5
Jones Lang Lasalle Property and Asset  management.,Real Estate | 1k-5k Employees | Gurgaon / Gurugram +17 more,4.3,"Skill Development / Learning, Company Culture, Work Satisfaction",,78,201,5,--,10
Delhi Public School Ghaziabad Society,Education & Training | 1k-5k Employees | 44 years old | New Delhi +13 more,3.2,"Job Security, Promotions / Appraisal, Work Satisfaction",,78,399,6,12,9
CLIRNet,Internet | 51-200 Employees | Startup | 9 years old | Mumbai +1 more,3.4,"Work Satisfaction, Work Life Balance, Promotions / Appraisal",,78,347,3,6,10
Ess Kay Fabrication,Engineering & Construction | 11-50 Employees | 33 years old | Gurgaon/Gurugram +6 more,3.6,"Company Culture, Promotions / Appraisal, Work Life Balance",,78,339,4,1,4
IVY SOFTWARE DEVELOPMENT SERVICES,Software Product | 1k-5k Employees | 23 years old | Hyderabad/Secunderabad +1 more,4.3,"Work Life Balance, Job Security, Company Culture",,78,491,13,--,15
Optimus Pharma,Pharma | 51-200 Employees | Hyderabad / Secunderabad +3 more,3.7,"Company Culture, Promotions / Appraisal, Skill Development / Learning",,78,605,4,--,12
Anand Engineering Products,Engineering & Construction | 201-500 Employees | 48 years old | Tiruchirappalli +5 more,3.9,Skill Development / Learning,"Job Security, Promotions / Appraisal, Work Life Balance",78,437,1,--,13
WIL Car Wheels,501-1k Employees | 7 years old | Chennai +7 more,4.1,Job Security,"Promotions / Appraisal, Company Culture",78,317,3,--,6
Ktl,Fashion & Textile | 51-200 Employees | 41 years old | New Delhi +8 more,3.8,"Promotions / Appraisal, Job Security",,78,315,4,--,8
Indian Institute of Management,Education & Training | 51-200 Employees | Kozhikode +19 more,3.9,"Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits, Job Security",78,903,2,1,5
Migsun Group,Real Estate | 51-200 Employees | 32 years old | Ghaziabad +6 more,3.2,"Job Security, Promotions / Appraisal, Company Culture",,78,519,6,--,4
BACS HITECH ENGINEERING,Engineering & Construction | 501-1k Employees | 6 years old | Bhilai Nagar +26 more,4.2,"Work Satisfaction, Skill Development / Learning, Salary & Benefits",,78,132,3,1,42
Topre India,Auto Components | 11-50 Employees | Ahmedabad +5 more,3.9,"Work Life Balance, Job Security, Company Culture",,78,429,3,--,11
Sri Sai Power and Equipments,Industrial Machinery | 11-50 Employees | 11 years old | Surat +15 more,4.0,"Job Security, Skill Development / Learning, Work Life Balance",,78,382,4,1,6
Maxbhi.Com,New Delhi +8 more,4.7,"Work Satisfaction, Company Culture, Skill Development / Learning",,78,9,--,--,--
Bernhard Schulte Shipmanagement,Ports & Shipping | 51-200 Employees | 141 years old | Hamburg +7 more,4.1,"Job Security, Work Life Balance, Company Culture",,78,450,1,--,9
Customer Analytics,IT Services & Consulting | 201-500 Employees | 31 years old | Chennai +4 more,4.2,"Work Life Balance, Job Security, Salary & Benefits",,78,938,3,13,16
ARCOP Associates,Architecture & Interior Design | 51-200 Employees | 54 years old | New Delhi +5 more,4.0,"Job Security, Skill Development / Learning","Work Life Balance, Promotions / Appraisal",78,269,2,1,9
Delta Power Solutions,Electronics Manufacturing | 501-1k Employees | 53 years old | Taiwan +14 more,4.1,"Skill Development / Learning, Work Life Balance","Promotions / Appraisal, Job Security, Salary & Benefits",78,400,2,--,8
Secure Parking Solutions,Urban Transport | 1k-5k Employees | 45 years old | Mumbai +17 more,4.5,"Work Life Balance, Skill Development / Learning, Company Culture",,78,248,3,6,10
Aggreko,Power | 51-200 Employees | 62 years old | Glasgow +16 more,4.5,"Skill Development / Learning, Company Culture, Work Satisfaction",,78,300,2,--,20
Andhra Pradesh State Road Transport Corporation,Urban Transport | State | 66 years old | Vijayawada +20 more,4.3,"Skill Development / Learning, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits, Job Security",78,274,1,--,11
ArisGlobal,IT Services & Consulting | 1k-5k Employees (Global) | 37 years old | Miami +3 more,2.7,"Job Security, Company Culture, Promotions / Appraisal",,78,929,10,--,10
Schenck Process India,Industrial Machinery | 201-500 Employees | 143 years old | Darmstadt +8 more,3.7,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",,78,542,5,--,10
HR+,Recruitment | 1-10 Employees (Global) | 18 years old | Ashford +24 more,4.2,"Skill Development / Learning, Work Life Balance, Company Culture",,78,441,9,237,8
ECIL RAPISCAN,Electronics Manufacturing | 201-500 Employees | 29 years old | Hyderabad +16 more,4.3,"Job Security, Work Life Balance, Company Culture",,78,339,1,--,13
Cornerstone OnDemand,Software Product | 501-1k Employees | Conglomerate | 25 years old | Santa Monica +5 more,3.9,"Salary & Benefits, Work Life Balance","Work Satisfaction, Promotions / Appraisal",78,1k,9,25,7
SP Software,IT Services & Consulting | 501-1k Employees | 29 years old | Hyderabad +4 more,3.9,Work Life Balance,,78,696,6,20,10
The Energy and Resources Institute,Analytics & KPO | 1k-5k Employees | 50 years old | New Delhi +9 more,3.7,Work Life Balance,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",78,526,4,--,13
Anvil Cables,Semiconductors | 201-500 Employees | 15 years old | Kolkata +14 more,4.1,Work Satisfaction,Promotions / Appraisal,78,400,4,--,15
Involute Technologies,Auto Components | 51-200 Employees | 42 years old | Pune +3 more,3.9,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",,78,421,2,--,11
Savvysoft Technologies,Recruitment | 201-500 Employees | 25 years old | Chicago +4 more,4.1,"Job Security, Work Satisfaction, Salary & Benefits",,78,325,4,27,42
SHREE AMBA INDUSTRIES,Auto Components | 1k-5k Employees | 34 years old | New Delhi +9 more,4.0,"Promotions / Appraisal, Work Satisfaction, Company Culture",,78,367,1,--,12
Kothari Medical Centre,Healthcare | 201-500 Employees | 53 years old | Kolkata +9 more,3.3,"Promotions / Appraisal, Salary & Benefits, Company Culture",,78,260,3,--,8
Cozmo Travel,Travel & Tourism | 51-200 Employees | 14 years old | Sharjah +12 more,4.1,"Skill Development / Learning, Work Satisfaction, Work Life Balance",,78,374,--,--,25
Lanco Amarkantak Power,Power | 1-10 Employees | 23 years old | Gurgaon +7 more,4.5,"Company Culture, Work Life Balance, Work Satisfaction",,78,494,3,--,8
Bgs Global Hospital,Healthcare | 201-500 Employees | 25 years old | Bengaluru +2 more,4.1,"Job Security, Skill Development / Learning, Company Culture","Salary & Benefits, Promotions / Appraisal",78,267,1,--,5
Crystal Ceramic Industries,Building Material | 51-200 Employees | 27 years old | Ahemdabad +25 more,2.9,"Company Culture, Work Satisfaction, Work Life Balance",,78,296,1,--,6
Indian Institute of Management,Education & Training | 51-200 Employees | Kozhikode +19 more,3.9,"Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits, Job Security",78,903,2,1,5
Savvysoft Technologies,Recruitment | 201-500 Employees | 25 years old | Chicago +4 more,4.1,"Job Security, Work Satisfaction, Salary & Benefits",,78,325,4,27,42
Jai Beverages,Beverage | 51-200 Employees | Jammu +10 more,3.8,Job Security,"Promotions / Appraisal, Company Culture, Salary & Benefits",78,362,3,--,5
Jaipur Vidyut Vitran Nigam,Government | 11-50 Employees | State | Jaipur +13 more,3.8,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",,78,241,1,--,10
Lanco Amarkantak Power,Power | 1-10 Employees | 23 years old | Gurgaon +7 more,4.5,"Company Culture, Work Life Balance, Work Satisfaction",,78,494,3,--,8
SHREE AMBA INDUSTRIES,Auto Components | 1k-5k Employees | 34 years old | New Delhi +9 more,4.0,"Promotions / Appraisal, Work Satisfaction, Company Culture",,78,367,1,--,12
TUV Rheinland Group,Law Enforcement & Security | 10k-50k Employees (Global) | 152 years old | Cologne +22 more,4.0,"Work Life Balance, Work Satisfaction, Skill Development / Learning",,78,460,2,2,10
CLIRNet,Internet | 51-200 Employees | Startup | 9 years old | Mumbai +1 more,3.4,"Work Satisfaction, Work Life Balance, Promotions / Appraisal",,78,347,3,6,10
Klm Axiva Finvest,Financial Services | 1k-5k Employees | 24 years old | Aluva +36 more,4.2,Work Life Balance,,78,467,5,9,5
Jones Lang Lasalle Property and Asset  management.,Real Estate | 1k-5k Employees | Gurgaon / Gurugram +17 more,4.3,"Skill Development / Learning, Company Culture, Work Satisfaction",,78,201,5,--,10
WIL Car Wheels,501-1k Employees | 7 years old | Chennai +7 more,4.1,Job Security,"Promotions / Appraisal, Company Culture",78,317,3,--,6
Ess Kay Fabrication,Engineering & Construction | 11-50 Employees | 33 years old | Gurgaon/Gurugram +6 more,3.6,"Company Culture, Promotions / Appraisal, Work Life Balance",,78,339,4,1,4
Ruparel Realty,Real Estate | 201-500 Employees | 24 years old | Mumbai +3 more,3.8,"Promotions / Appraisal, Company Culture, Salary & Benefits",,78,512,7,--,7
Walstar Technologies,IT Services & Consulting | 201-500 Employees | 7 years old | Kolhapur +1 more,4.6,"Skill Development / Learning, Company Culture, Job Security",,78,264,4,1,10
